10/15/2021 20:22,1,1
10/15/2021 20:22,2,2
10/15/2021 20:22,5,5
10/15/2021 20:47,4,4
10/15/2021 22:18,3,3
10/15/2021 22:19,0,3
10/15/2021 22:49,3,3
10/15/2021 22:55,5,5
10/16/2021 13:17,1,3
10/16/2021 13:20,1,5
10/16/2021 13:21,2,2
10/16/2021 13:38,2,3
10/16/2021 13:39,4,4
10/16/2021 13:43,1,2
10/16/2021 13:43,4,4
10/16/2021 15:24,1,2
10/16/2021 15:27,2,2
10/16/2021 15:34,3,4
